id,product_unit_id,result,ip_hash,user_agent_hash,created_at
39,25,success,e75245841583f01d2c213d4f335ce10d251b9df1938b68fda22ae72f8f7ddef4,dfadca0daf707e079cfd4edb8c57a9f719f481713060fe700accdfc50344a14b,2025-01-04T12:35:00+00:00
40,119,success,8f7beae66a3e3af7984c3dfe6b123790e8df41521175a293a778188b5b4c663d,a3d15b0397fdc5238ef7597fa5762286043d1d65d2af716ceddf123383660101,2025-01-04T15:22:00+00:00
41,70,invalid,f3e7f25d1de87420eb71aeb96b74806b36151a7fa3f530cef3dbd18e75f802a5,69cc79e6aba7c42042c5620d006727856219fe2a8cd94900ee8ac4fd5275d87d,2025-01-04T16:05:00+00:00
42,53,success,9a8924239204cf8af710b05af413e716a22a5e8b613deb838ae553d0be5b94c9,e1ac511a6cdc50c67ace513fdc03a8c7d8d85a01f4bdbd3a7648e77ccad437ce,2025-01-04T17:43:00+00:00
43,1,rate_limited,90432ae0505c78654b79f1b8a571c10f4709365e6fd174a39a14c99b736b6326,0f6be926c5ef362f292955d21a01dd6a7bb2e41dbee58cb5070db631a4652c96,2025-01-04T19:32:00+00:00
44,90,duplicate,836385e7ed25e0da4b7dc0c0681b9da4c933bf58cd8ef264480cf0dfb5463c42,a1375f5a9726f38b84f991b1da5762cc878d66c3b12d6453b663aa234fca7ef4,2025-01-04T20:12:00+00:00
45,25,success,6be28e90f978c4d719cfb7330c76a3baa4f297e5cadd742d91d3f9b443f1ae42,403f646fcf403f3c0c6ff7836d8c74718190e3b63ba35ef2764162db2db352ac,2025-01-04T23:24:00+00:00
46,41,success,3bb2b6401d91f73a473ce73e89d8a3b738069d52e0bd67f0c2b14a1614a2235d,0f76a402b4789cebf46046350a89ec68cfbdbf52e706ea92c3d6736d27e4bda0,2025-01-05T00:05:00+00:00
47,8,rate_limited,7c44b35bbb1ef9b2e961edf8fece3d11eb3931704641621fc1dcef149e4b057f,b0577ee8f806fe23422b3027cabb0ff3036e7111134fcac80e5028d0d342230b,2025-01-05T02:58:00+00:00
48,111,success,ec8ebceaf08d8e1263825efbdb697a399dc848c7857a9641a0e1e630cf60228c,6cabcf7b8c93ec8d3d9899b970ecdb405a47b981a99495bd0e972cd84ba3ec12,2025-01-05T05:31:00+00:00
49,6,failed,408b780b046de4b1fae52dc88343f11b1c6a476850fb296a696ca582606388f6,b6f4fb4543ed7ce85ce6fcc7d70688493aa94960f133f26fdf67635c99a4ef63,2025-01-05T09:31:00+00:00
50,34,success,c4cb631bb84ce2c09ff4dd359f9bca1c178664d928de82ac5f75a5bc95b387c9,6d3d931532c1172c11299a58c143c97edba161448d2b25d1505a887eef2d0834,2025-01-05T12:23:00+00:00
51,83,success,f220f35a87d1d36c43607486d19e2cccfef17911e48992f54c56ae334a9a9b5e,469b09127929f01945c9d0a9ec36daaa1a8961b594391a786ba4780fc892c762,2025-01-05T14:21:00+00:00
52,80,rate_limited,edc50f919c81118f56f6a0c2c93aeb8a90518e579e0ac9ae2a6979d9f4679e4c,622da6622ca39a96f8bc6bd52c14ae16acd2c11e05d8922e7be16df1a7ab54ac,2025-01-05T15:29:00+00:00
53,17,duplicate,d7f1ca2dfb38218a3c919ba1635411069f7e2d1a68966279045766d4a34b84c7,23d8edce3b706b7ab04656c757b47a4b7dbc88195a1f938db79147227a570429,2025-01-05T16:10:00+00:00
54,57,invalid,81126088671faa5ef5bd6a0c67315a1ee555038fceb3aa4b12224a4b91aa2693,bde6dc2c80e8c24cdf5d98fe04e4001fde0e702c503d7f299254e2cd1a5d7f73,2025-01-05T18:58:00+00:00
55,68,success,017641cb019990322b98c27ebaae77a5829adf680a0a5539163e81051a69e2cd,b08c43bb3ec8ae2e78f7001ce9127827a0579bad31fdd1cb9f5533200b621462,2025-01-05T22:43:00+00:00
56,18,success,1087c9161a6386ba3934c0fee4c2860d47495eb104e44aa94ca273ffd444d5ae,eb61fa720a659578b3422bf294f5ece477d45b0b0bde68be72bf035b6b923a78,2025-01-05T23:56:00+00:00
57,78,success,77c59f1542417aa3f3d4c500ef51357feb68f695b173b89c4ecdb0729c5e4128,9baf965f0d722854a51eaac9f55e16943a795ebd74b1375d50510aff05dbd07f,2025-01-06T02:06:00+00:00
58,63,success,2f5d784a41495082f288895e52e8054eec479d85a888ef353a29a35764145c7f,b572825ab2497eae8727ec61d132a08318f3de7023debaba3b807b7b3ef69122,2025-01-06T05:39:00+00:00
59,36,success,1fb907120f78f3c8f14bb35bc0c781f83fcc3e66bc839f5adae23979b32cbc37,a62654132c74d13df798924834823f29bbb7c2b78a3dfbc9e03ee99dfed5f7a9,2025-01-06T06:21:00+00:00
60,95,success,8ab0dd924292635a71a418fe207b993d49943ff00c3df2dbfb03d1ee7b192f1d,92ef040825c42f34adbbd4ffcd96982c82f698c6bd856d0e7bcf43c65704cd96,2025-01-06T10:08:00+00:00
61,89,invalid,64d8e853676fe2f6a90dbd1bf35e954903eba62948f43c3969ab0f01ef41a195,d48db9fa0166addeb2d23ff8650159202c44a81225e639686d2a5951e620b331,2025-01-06T10:46:00+00:00
62,56,success,3f949492ee0c115ad2ee1e353b4f2c428ac83b7e7f0e4fac9df6baa47a7d026d,4873f6df1f57f150eb3546b7bcc9e9a4354a20908e7ad47fa098d76f0e0935c3,2025-01-06T14:27:00+00:00
63,6,invalid,bc48ecaa465a525008c46d905be0b88de8381da839c94a09f9e798d4c590ce4f,d96a903656dcf2758bccff15bbd83ce3837210f7d63a54782f656d82e1434062,2025-01-06T17:47:00+00:00
64,72,invalid,e7f388564e51ae1877754c594f63bfeb226452e80947a23d49110956181bc46f,effbda82ad57d2ab7c84f91e5b8eee585437f7bc5de9d4d64f409e3bf917bf76,2025-01-06T21:46:00+00:00
65,31,invalid,2247d0a0f016f65a9db21109247fd749602783e7dc483218d8d1fe2e76e88c06,c13f2f331ad2e3695eca0863dfb621e3ce5a3f1721c4857ea25b97a05cc0eb4e,2025-01-06T21:53:00+00:00
66,23,failed,1cf43f35c0a384004d62c57905845886230fe99017c0877bbd069406efd5d770,5368fe2f6bf145f99d715f4a93558aca4f1c53460b4b306619c99ee71646cd05,2025-01-07T01:35:00+00:00
67,95,expired,df8cbfd4c8e88898a6b964510695c0e5dc667fe1a1a1bb614b7d47f2f8c5e9aa,09d86b4eb35d93ce861984f00463278d247a9b85194fe5872be289d61dd0a970,2025-01-07T05:19:00+00:00
68,5,invalid,801459f464898b62a4906d81a16b57d9bf9efca0bfa7203a7eaac0b51043e453,188d7e90cb4481b652821cdefd1aeff619758baac949f12cf201032fe3c29c18,2025-01-07T06:38:00+00:00
69,106,expired,367fd86e0509ebdc00f549f6aa2dfdc7355c2c9e1d780f8a87f24abc5821c7e4,8c0e451ffe54d4078605fb07e8b3c5da5aeba819200f74c0a8491389377ecaab,2025-01-07T08:03:00+00:00
70,36,invalid,51f2ab23cb807c22055465228ceaba263e2db45e2aca02bf2169c32870ec358a,8f6eae9f10177b4d9c6f069a9506c2fc6a9f481bc1ea8a9dfbcde0b0b56d1dff,2025-01-07T09:46:00+00:00
71,87,rate_limited,a121d6a1aa21a745668ed137c224f0c9fb0ae50e8566afcf7c8928d542010a6e,7ee59bf3e093e5623afb6186d61f189bdd1cfb63948acfc16cfb5817d8579572,2025-01-07T10:53:00+00:00
72,23,failed,9b5ee64adca7eb0e369b0122d34a7bd3a72dbbad2c959062e255f17073d8fe44,ad956d8c64d76de86a497c4412ffc4dafda1cbd754d76dbdfe2099680bf9c2de,2025-01-07T12:22:00+00:00
73,94,expired,768de688fbab4a39c32260a9893a61e6e2d8d0468ce3bda8f13b4fe0dcfeb976,3100cd2eae0018d320a0d17006683b0f85488cb4332588d69ccd76a2bc405a9d,2025-01-07T16:13:00+00:00
74,74,success,,,2025-01-07T18:05:00+00:00
75,1,success,05c13eb13209ea3e2197d8b69e560b3787b304a1a998fcebdb11ce4634afb015,8d2461a939f422f91da5cefc0b29387c26c58745bff054bb9cb3870441e2d96f,2025-01-07T21:14:00+00:00
76,86,success,5e1b083f628c9a48d9889e9ce00857757646ecccfe3512cdbc8971e15793e3bb,eefbd7e59f7ea64e92c54c37948951552ba9af03dc5be828ca6b15b9592fe333,2025-01-07T23:54:00+00:00
77,41,failed,16de9ffbfde8c1d9289a57a28b70cdef3f8558cef31c224cbee714a05810e365,6be8c07c77a03d8373e79982940e5abf03f9551ecbeed3a5cda8463f87f5d99e,2025-01-08T02:45:00+00:00
78,53,success,baf0295f9ee1870d64448123fd45eff24bea1b5f52a1bb2339133fc296a87d91,b7a88049eb417417e7bf2c52fbcc4609e2a8188530a6471c452326aba8599fd3,2025-01-08T05:36:00+00:00
79,49,failed,4e40d0eebf4176ce4b3dc9fb3e09d4975ad75162b2047cac936834e9635d6ab9,aae919223e296b681c06dba07737f33bf48336035f5f12441d1053b980191e42,2025-01-08T07:57:00+00:00
80,107,success,f4f14b9df571340b4939e6324b88cde545d53a38ab2065347757c6d5900a4622,87b2bd8fff2991aac6394dcdca2c9e429c9b60385853f7b10dd3b3dccd992dee,2025-01-08T10:45:00+00:00
81,42,success,e97ad48e7d7bc711acb1f258cbda5535da90166024c15fc42bf0a4698b75c0d7,207de5f10e68f79dca998b42b6ee80dc739954c83b0c0d2460a30b10907703f3,2025-01-08T14:36:00+00:00
82,102,failed,5c98759be88db4f07f1727a19814acd6c695b5e76c4598bdb0a3c70cb2b0021c,f6633ea64557c3ef663b5f574624670c8f74c2236e2566ae0d160e30c6d069fe,2025-01-08T17:15:00+00:00
83,43,success,57fc257d2797d333e293fdf68bc381380bb362380534071af56a3800015e6a58,94049045657fb3fa0d23e9246e111c61fabb6491c1331d1dcd143ead25a3f562,2025-01-08T20:42:00+00:00
84,26,success,,,2025-01-08T22:44:00+00:00
85,79,invalid,51b28bb5b17e70bb3ac8dad18f93632680f2d3a4800f3b6a09886a574529c18c,4d071e38f68ea18b29e72fbde0cd2945a207fb8e051baaa815010cf7c0784909,2025-01-08T23:34:00+00:00
86,92,failed,db9cbf72d9b0511e59ade5e2d0cf9a7792eb83f6ae481d1053a0c1323cbf9be2,ebc8bfb1de37f405776253d7d0a981c19e919905198056a948c1f0f676107726,2025-01-08T23:36:00+00:00
87,115,expired,3f3c83a632da994a9e7a771b843bfca8994fe3cea4ff8d204ccb3c037389dfdb,d9a5d6aea6d98c7052f7316c79cd0d8f4ff2a4c5be7e3722fb60557d1e0de8c7,2025-01-09T00:22:00+00:00
88,103,duplicate,323c82869512360eb344a5e63b519ec8bae2ccd103c93ccd708fccd065249248,1b95eea7afc34e3e77c35ab15817204fc23a99f6526ff364e825078c8790d7e2,2025-01-09T04:00:00+00:00
89,16,success,a3516098e5ce896355d75b8045f31c2b522f534059b64cb6da515d8328a87d6e,bce71ce6df6b6dffdcbb1714402b378caaa4b54b59ddf77219ae1df248b8de69,2025-01-09T06:33:00+00:00
90,41,duplicate,84646925081a8932c605bcf919211b65bb6102cfd5492d96a510919e3e44b348,54df211b89bf7e2ea15749d1914f5076edad482013e972a0f8feb19f0a48848f,2025-01-09T08:43:00+00:00
91,55,invalid,1e6ce12a745435f7877245f35624c6c0cd3770055bbb5eebeb14aacce03a118d,338473ff17c8bcc06f2858e6021a5ef22f52a47774b8565cf5cdb20550370267,2025-01-09T10:45:00+00:00
92,58,success,b9b6aaf233f4d9d1a8e3d8ecdcb6ffba1ecd5c331fab81c89c63c503082ccc9c,81fcdcf12e5fba98cad413cbff17db929da1a401e7d1b48743bfb113f0ff9ea5,2025-01-09T12:59:00+00:00
93,63,failed,6e5f798f084debacff75541c4d31f18a0ca0469911424074eda70346255e0bbe,b208a09bfa447c7a74fa69467ba505e109c3c37d1617424dfab65eaccb369f32,2025-01-09T14:09:00+00:00
94,43,success,5024a8da8d5aab7c08e957b5fbbcba3aa9f7118d97e365d0207621874b84494a,cf64c486716ec2ab8a965946795ec0691767fcdb1a1db39f5b939dceed9d4a50,2025-01-09T17:07:00+00:00
95,20,failed,be90b65f98b8c34fa39a87a5f4ddd238dbbbca044ea0a1d6a699261e88654499,37961dcaed68158754380c10314b2c6be56e4d60722f8af7a484c7008a336376,2025-01-09T18:54:00+00:00
96,8,success,e6bc5de14de096c0e18e567676640e338d13afc0bb189eca5f830a4980e203fb,ca0c272a36d60b4e02f3d02b874b0b4bb759c32892643517da453e0bcd0f65a1,2025-01-09T21:53:00+00:00
97,3,invalid,b8efbc5ef87363591c16c84b506b3a7723884f287c84bfb96b830326d6c7c5bb,1e123bf8a84270527882d954aa6aaa73997aec4fbf4eecfb1ea156735b264a91,2025-01-09T23:24:00+00:00
98,39,expired,30e3ab9f04ea453da6ec0ae002933b687c6d2fa8e6b11806b72decd417a099f1,3f7cd1c7f0f58035486297326d97f52530de3965c6a22f26182f90384c794b19,2025-01-10T02:36:00+00:00
99,95,success,fa2b1f95cf1489e5772b63c39dda3bfd488b6058cf364602c960ff2db15d9c99,f8fc89b2b805b4a61cd13ba47f52d3bfc79a5525de940ef30e9019dbdc244576,2025-01-10T04:28:00+00:00
100,63,success,a349a978317468cc7a6b21b6dde6dffc16e22e596d3749f757d559b54daeb20f,98d53a25ac3e724d39c4d007f78a9cb9adf413d0e478c1a60c5705ef737edb7c,2025-01-10T05:11:00+00:00
101,108,success,c3753d0e789c552f0cdc6ead2777852744f9b0a25a6a43869f19aaa33f469f31,6300d628247797b54381baf10c5bbbfe9d2baabb54c93533aa5bde8b7c84c84b,2025-01-10T06:52:00+00:00
102,76,failed,,,2025-01-10T09:37:00+00:00
103,55,success,6cd0635d79aa40e0138e9d6f7078c1f45f3d5624b47db8f3640d9858bbbb7d7b,3ccc666973104fd5ff790e0c69bb2e421d850dd004371ff1528d43fe80a1fb51,2025-01-10T10:32:00+00:00
104,59,success,a9e93c3767bdec716aecbf921872225e5e295eae65e8603f6a78b650c555fda6,19d5aedf7f5394b41433bcc5a5b5b47d532808cdf2d7cbbeb0cc038b400084a6,2025-01-10T14:05:00+00:00
105,54,success,74a911e0aa8a7bb5dda6e16fc74eb1b3146236219b5f767b5a039f2c6d8e0229,4093eaa609662820e5b1376a89edcfc149ba5ac6fca41502a3be862820933dd4,2025-01-10T15:35:00+00:00
106,29,failed,ef4485cff582f4bf3c4481dcac5d4dec57355963d033c42251d2064e4e841cc8,8cec80ff2c6e2898b582c591eb0d178462f054b01d0804936c677f5413a48ff6,2025-01-10T16:39:00+00:00
107,26,invalid,8b9928647673ce99a8d8cc484ec5e91ca53fdd188a720049e5d5e7c8e4ee4181,f9df9bdb0329bc2907a159c4bd7a96a6ff47df3b4eb91140fe6c77ec6ad82b52,2025-01-10T17:09:00+00:00
108,73,duplicate,201ce695219022b6cc0ae9ac909d91f45b7ccfe04015ff60658560283868e881,7ff757d31a3a065a4a3c94a1e306d60297bc3b8f1805bc0ebbc112a146acba5d,2025-01-10T19:45:00+00:00
109,78,rate_limited,96e7ae2e20136c16a8ecbb1f8aae2b4781c0916f673ac5781a4e76bcf67c89e6,68c4c740086b6d04d15e7d73b0736026622b2402e8f543b84e84a8b536c5000a,2025-01-10T21:05:00+00:00
110,14,failed,6fa1ba6a17e04e9b81579fce489db760eff675b922d9b865dd4ff29b86eacfce,11ac82c87eee6416aea15f23c670bb6a8b7188dd3cca2710d78d0addfd60d03e,2025-01-10T22:42:00+00:00
111,51,duplicate,356a92ae53050aaa578a2309b76004f3e3886f6e6edfcd4cca9dcc9384aa0307,dbe64e85afea183336ebf46293f2ebb651cb2323d99d9115fbc3856fbdd1f4a1,2025-01-10T23:45:00+00:00
112,14,failed,6900bb35189d65cf2e151479752c6028a1329a05539f9fd2c5e6cd716cf3dbb1,99e623212ea452a0c817db5dae339ed629ee6ba036b8851f51de1930fe82d826,2025-01-11T03:09:00+00:00
113,73,expired,c874c606e5490c8e85da2dc8367e1e7cec9de9199d68a50ad1f13972892920a9,3a8f1b655e754f17f8abc0c1d73a7abc4e17677507587541aa9d0e9a1f129ccd,2025-01-11T05:19:00+00:00
114,83,success,d868082bbcdb2c389faab23b7385403e90d38bc9e902df1e68723e9e297340b7,9e7225a56cb1cd315ad3b432e0688cc6ee76e3fc4ee6cece19c8d88cbf8b2e2d,2025-01-11T06:52:00+00:00
115,82,invalid,3075a7beb682dbe0cef3fa3076c493f512a63a00c8a4b156cbe044e4db3be8e8,013982f9894f9faea191afde64b9aa05dfa9ad95b9399151289ce34624bc2e85,2025-01-11T09:06:00+00:00
116,84,success,8983f1c0f39592252f2b9cc7b82c9b288183696557362a26225208a6c5149c13,3e0e34a9ebae714540bb35e54d33f33ef2927c611daf2fa5d1ad82a26d477627,2025-01-11T10:58:00+00:00
117,106,failed,ad6e8fb393fa0b740e47ce66313fca3f2a6add95c503cef01d08d62b7a01443b,a6188052f1cb841e82bebdd7eb9fdd6cb93ca7ab5014abd858ccf298586db004,2025-01-11T11:21:00+00:00
118,36,invalid,6f9a6288d0a5aeb2f626c0e5a32f2874d5677990834d45d008e2484cae34a3da,7c4fc5407cbeaad382c81d5df4e3aac37973d893a47a530399fe6baae7f0a875,2025-01-11T12:59:00+00:00
119,44,success,ecbde68e87920d3ce86d1ded4691c80006ac6f2cdc428fdbcd5b82e73846bb71,a27697ecfde47ca11b0407c2ed132af5839d5ed9a367e74ed0db08f1d2c35d89,2025-01-11T16:24:00+00:00
120,34,success,826b86d30e5a272fc21e490a2db8ba7b2b6bd523405909867ca4a8e342dc95c7,33c5ad6003a589656f65174d5e99c9d05bb9c9c0b194c631da98e790452d3dab,2025-01-11T16:27:00+00:00
121,67,duplicate,68b4d1018c93f9fef67ebaaf490b5eb79bf2e70f732544f1922bd622a0d675f1,9144374e148b88ae5953f7ef095be20bb57bb3d442a0196184cce51ab9f686e4,2025-01-11T19:42:00+00:00
122,31,failed,8e3e090b43833572f5b12b70b403e2b860c3401ae1203e5cd6b5c7ecc3f7a70c,3a3c7994f21488358f136d8450030e47f5565dad23cbd55cc5485fb9752aa2be,2025-01-11T20:06:00+00:00
123,38,success,1c872e9cda7ab19f7aa056343074b8031212086dd68c8b7c87b9567bfe57b8a8,05e659ed43673996a3390c039dafed67cfefc82245a9cbde18db6224c539c7b0,2025-01-11T22:08:00+00:00
124,71,success,741e482f7a7de2bd36299b99d878d9b7183ffb7020e85205242a90cb6de19773,93f6586325a5d56abe8b34f9d7cd67d62545b2a0f125656a76f6f9d2c230897e,2025-01-12T01:08:00+00:00
125,59,success,118067e16a60675755d10cb936d5f99e004a57d05891989ce74367890b39a259,ce0100e1c5ac68a88663144aa9265a17d2d618a43752475c33f9636084d4ffbc,2025-01-12T01:39:00+00:00
126,96,success,ffb59df873c2be12ef3c27298e479d8f83382caca5bb4ce1db4ac6de183b710c,ff32d858a81c919deb3c131fe8e6359b1c691ac03f669e2856f62b8799d54f8f,2025-01-12T03:43:00+00:00
127,36,failed,fa06832ba616bd7071656d43d287ab52c1d45d906c6a970fd436280f8aade5ab,e87c32864c0fa2f2427c7d25e77e8d0f20675de7f18edb7c165459657cbc6869,2025-01-12T04:09:00+00:00
128,107,success,1e0580531f1db6cdde0f0f474940ef2615ddde29c906b3a52702dda4df24f805,3dcb150515bba8604d9b85bdea82d5933e11f3a9f54134e359ff31f79d1add1f,2025-01-12T06:26:00+00:00
129,17,success,8ed70fc1b7728ce3d8bee945fe063d1db2c25f22707197f6e563223511e161ce,71cb7033086ad1c5c32cbf30216b66e9a3cb3888730cfa15b27039ca15a6dd98,2025-01-12T06:59:00+00:00
130,82,invalid,adf421925740156eb45f9399716231f12b68e9a8d4cb1f66ae14461ea39ccfc0,fdec542a6a96f3a5951d3dac9cc36b8bb899ccbc66c23aff3d8099c22429fa9b,2025-01-12T09:00:00+00:00
