id,product_hash,qr_public_token,gtin,batch_no,serial_no,product_name,expiry_date,manufacturer_org_id,current_custodian_org_id,status,risk_score,risk_level,scan_count,last_verified_at,created_at
11,8981718687edaf54f3d85636ced4f17681905211b3bc48633ccbc7d0661caa8e,ktUJrhQR6FEecAtpf7ZJ69PqcUDO4lKN,40336836298543,B6296-D61,SRL-198205-000011-944,Amoxicillin 500mg Capsules,2028-04-18,15,14,created,51.84,medium,16,2026-05-30 07:34:40,2026-07-06 06:41:40
12,6ea9ea6acb72896fc7cbf4bb2b96e5d63a9093c6a310617223f7c7536517b497,h8LojIIf94ChZESFqZ8pIx5F21rWz5FYrsK9EjHv,55431652707783,B3492-P14,SN-199808-000012-614,Hand Sanitizer 500ml,2027-01-21,15,4,delivered,45.69,medium,0,,2025-08-07 07:48:40
13,62a06e204fe1317d23a6b15a58acce34ab940e02a1ba23d2cf4ecefa6ed50459,O001xtSV2ceN59UAgN2BR4cXsxjGJXke1Mo4iCpp,08961435642813,B8916-D40,PU-197107-000013-685,ORS Rehydration Sachet,2028-09-26,10,1,sold,65.82,medium,19,2025-08-26 00:16:40,2025-06-06 06:20:40
14,e5caf3a9d17c233bca77c18fc74083ce33756501d0b7cf7042262c24577f9a6c,XnlpUVQigMcWcwi4uzmW2wFqk467s1XDeUnPPy0IfyqhwUqx,63646936664761,B1742-B48,PU-198104-000014-218,Atorvastatin 20mg Tablets,2028-04-13,5,13,in_transit,67.05,medium,12,2026-06-24 02:28:40,2026-07-23 00:30:40
15,eb8cc5568d88e0d54f564b3f2c2532de92160b15c9c319c451aaec853cce6d93,cwB61gQH8wylh0CPNLbWphJeVmn1uj3a1iipkOba,72310757475159,B1710-X94,SRL-200611-000015-408,Salbutamol Inhaler,2026-11-11,2,16,sold,42.63,medium,4,2026-06-28 14:01:40,2026-04-23 20:29:40
16,7753ed6102a7f4151f7c98a5a635c8e84dd05f1b35ea33ba476cbf1c6a7d36fe,u9GCLgR0OVSnBovCzfAPxj5eZffTYIKIuhvPU1S8LvJnOng0,37588986609821,B6062-K54,SN-200011-000016-285,Metformin 500mg Tablets,2027-11-25,3,5,delivered,97.18,high,5,2026-03-21 10:46:40,2026-04-04 16:49:40
17,f1e351116791bd97d950f6da65a3989b92162d9d0860859352b8d1e892c6abbf,K2jUdfBALznFvgQKGtn9dm6VVrhEAiHoIPvyUBCetAzNrz7k,94634144087270,B2868-Q75,SN-198207-000017-894,ORS Rehydration Sachet,2029-01-26,21,5,in_transit,14.64,low,0,,2025-08-11 19:38:40
18,c7bbd59354a1c7bb325ed365d87e7daf455f333ac3e98dbb864f5a56f1f6e984,VB5INM1MjeBsrdFtCdZe11MFCIX3BYOtDjdg3vSFkpBBGjxr,43576006276983,B3317-L49,SRL-200305-000018-815,Clopidogrel 75mg Tablets,2028-06-11,23,3,in_transit,37.67,medium,0,,2025-10-03 02:37:40
19,fb07c317046f256f5ba936590d9c6a0faa4ac5092020108dbd6f6a8bdb07d4d9,t6vVl9jsWFHTGP2MLjlQM3ScwS8LUWoo7W4mQJBV,75411680439751,B2374-Y30,PU-201511-000019-560,Doxycycline 100mg Capsules,2026-01-30,3,8,sold,88.46,high,4,2026-05-14 04:04:40,2026-03-04 09:08:40
20,245ddd8c13e5671337d8a5cdbed0ed93df492e6bf67ea128d10f0e474c6202ed,0OXirZRiRBaepZITGgrscAXCg4KbFpiA,62460905595346,B7116-I12,PU-197005-000020-907,Insulin Glargine Pen,2028-10-30,22,21,created,58.19,medium,2,2025-10-17 10:16:40,2025-08-08 18:40:40
21,0074ba0a765122c015821355dd16edffcb25d8e7cdfb4bad01b5ca28f33b722a,NYdWCscmc5F9HpUlwW1uhw3U3x8EE5GXTeLYHteO,36463083929906,B6952-Q96,SN-201509-000021-131,Metformin 500mg Tablets,2028-09-04,15,2,created,23.6,low,0,,2026-06-24 18:41:40
22,f2ccae0d010ed4b93f6744e619b9f15cdd0fea3cd56dedb063c58e301665a2df,Beiwtr7blG4hWRnLR9miekS9Y79PRIssjRRkwn9X,24354918037444,B2208-E50,SRL-200907-000022-175,Salbutamol Inhaler,2028-03-23,12,5,sold,78.03,high,2,2026-08-14 12:36:40,2026-06-25 06:59:40
23,42ce432e852be58af729bc95e151d0118801189f8e7a0ceee28121188881b110,n6Grem7rMMfNKKkM3u5c1f6VqnJMb3HNspYzCQjzCvi1t9vy,75121410984998,B6123-G30,PU-198904-000023-627,Salbutamol Inhaler,2027-08-22,16,1,created,39.32,medium,2,2026-08-17 06:38:40,2025-11-09 19:26:40
24,e80e035ebbeb14728c376566795bf279e757d995cb092f099d5a0a47406701c6,agiqwzcdIwrxBIZMLhfx9IwiLyccSXGj3i5tyM0KFFEIDbug,43886526952045,B7229-E97,SN-197810-000024-132,Hand Sanitizer 500ml,2027-01-31,7,1,in_transit,41.88,medium,12,2026-01-12 16:23:40,2026-08-10 18:01:40
25,eeb3e55406e5feca93ebea70fe92c8b3e1d95d5012cbd1314eb552cc9506514b,uPGtk4vvVSNQLlpIn8srmRtv5XqhPx8Y7XsrSvBpDmH5RiMK,26560471705949,B8793-P93,SN-202404-000025-874,Amlodipine 5mg Tablets,2028-08-02,2,25,created,57.41,medium,1,2026-06-13 14:16:40,2026-02-20 00:58:40
26,a215dc3562cdf0be5e27e48c025a3b456a43d90752eb4ab4c84626c8cac525db,2aJg8r9HE60DlgkCplTXJUk13ZFfPliupqoU7sSa,66013458731926,B4590-E71,SN-198901-000026-565,Levothyroxine 50mcg Tablets,2027-10-28,14,23,delivered,47.08,medium,2,2025-11-10 13:36:40,2026-01-25 23:24:40
27,a3eec74256549bd532512ec84417a3c7dd33611ec0ca864e4c88a3d2bd37beef,gZ3mHk0BQSE3BdizIIPtbpaneARHd39DrliNT7x3B4xe72i1,19319879474324,B3541-I34,SRL-197504-000027-883,Atorvastatin 20mg Tablets,,22,14,delivered,93.62,high,0,,2026-08-25 01:31:40
28,18523e1f2f205b5acb5c5d0d9a082a1a53554ec92f8b7d69ffb8680fbd078a04,pcBHUWi9o4JJVYo29GzrIKTkQIcvNxGR,42152281404453,B5177-G52,SRL-197506-000028-180,Salbutamol Inhaler,2027-01-13,18,24,sold,5.15,low,15,2026-06-06 21:23:40,2025-10-02 22:56:40
29,11628101ea1a8e0653d2f37c77a36aafee0ead5c82f3c66f4fd642840bd8fe4f,s4nlTUU4RRyotrCOtw2CXSVtmtc1TbIKSsmoJpI6,37477473151899,B9584-B19,SRL-201801-000029-149,Diclofenac Gel 30g,,5,21,in_transit,,,0,,2025-10-19 18:10:40
30,d5b481a328be2621d5c17874a352661fe9d216e811e0ec1d1c60c29952a650fc,OaGzbSHrFRA6l4GoMpvXe7CpRsZe9ObzxDNRf0Nu,99892965296256,B3938-K12,SN-200403-000030-701,Metformin 500mg Tablets,2028-10-09,13,3,in_transit,56.4,medium,4,2025-08-20 17:01:40,2025-08-02 17:23:40
31,c3ae3a162f6749d561b03232d096a1b9fb6400b51fae2f426934a6eb712a28cb,8dBZvV7yVbq9Ew6AQOfMXSfjSNTtgatwqilBIzbvfLuxsyf3,99513134044402,B5040-X90,PU-201510-000031-708,N95 Respirator Mask Box,2027-01-28,5,10,created,39.57,medium,4,2026-02-02 19:31:40,2026-07-04 06:49:40
32,e3875ec27e7edb1fe645527221d67a91ef0dce515a7d3567216dbbc861e0fbdb,mt78sREJpxYyhIKHQI7CRBsQYXzENpOSWe9DyF5QHXw3HNfV,63609637940255,B4621-O57,PU-201105-000032-574,Diclofenac Gel 30g,2028-09-17,17,5,in_transit,2.46,low,0,,2025-05-17 17:00:40
33,dd131f01f4f4c81c094c0895a835f10cd524ec33d533d600f35c8c4c8591ff96,CmDDBRtsYh0OPk9pkjI7ozlNAbMmKyRmUYdg2luC,28565653868726,B2388-V27,PU-200005-000033-220,Ibuprofen 400mg Tablets,2027-04-16,12,23,created,38.85,medium,0,,2025-10-20 22:25:40
34,bbe29780b5a99a31b908a02c98e51371c089d372ee44fbf442e2a29a0bd1efd4,IEitBdwaiY7FEQz0EfbVsrHkCUVIhhWZ,38075918729438,B8193-D40,SN-202503-000034-930,Levothyroxine 50mcg Tablets,2027-10-05,23,20,delivered,16.6,low,19,2025-11-24 04:35:40,2026-04-20 20:35:40
35,955e6d4a3f2cd69780dddd232fa06015c91d0ba73f350674083d120245a6d7ce,sJ7F3YiUzdrORijtp0yiNMxeXVyUR2CEK10f8NR0Xy8ZEurH,18787068091494,B3161-U48,SN-199106-000035-995,Cetirizine 10mg Tablets,2026-03-10,9,3,in_transit,90.38,high,16,2025-08-21 08:42:40,2025-10-11 13:24:40
36,5e4a7960dad6224b1aae94d21562612ad40e8c7a62a6929e5b8b60c2a9fb0e73,DioQaRY9AiexTgt2iVUi9iGaOBSMjzQ1,01753931205667,B1439-V48,SN-200104-000036-630,N95 Respirator Mask Box,2028-11-14,13,10,delivered,78.38,high,0,,2025-12-29 19:31:40
37,d3fd1f70c3cec13357e9f0a2c08a78ed96bf3bbbaed7a3fa90608826607f70aa,95i1JwQV7VbeqcdWFMFzRfHMrtFmYHyN,86067800446377,B2956-A27,SRL-201701-000037-111,Azithromycin 250mg Tablets,2027-10-01,17,17,delivered,72.08,high,17,2026-07-13 15:48:40,2025-07-25 02:52:40
38,b39b65b1f95e03d21262c9529f35c65fd67c4ffe7cfbdb2d4e53704459f267ec,SJeCwEJwpgJSoFc1pDxj51I4TAtzSqexF3lX87eC,28350253645471,B9954-Y41,SN-200501-000038-106,Losartan 50mg Tablets,,18,12,delivered,,,6,2025-09-04 07:03:40,2026-05-28 23:54:40
39,6e35002589aa901aac386e0316e1416f77b1c9e2c961ea8ac4e2a9f4f9ca78f2,8irco0z3CUKFNyKdPis05yZuCo6iVggB,31374480837628,B3430-C41,PU-201811-000039-505,Doxycycline 100mg Capsules,,10,9,sold,17.39,low,0,,2026-01-18 12:18:40
40,ba5646561a2d0a128efb5d7a1376bcb7e4ccfec6f377d65c8bd45b4db50b921c,aZ8iZxNNKqYbd3Bh4ZucCkJYybQknlr2,06224502118568,B1319-M55,PU-200209-000040-657,Ranitidine 150mg Tablets,2028-05-12,17,11,in_transit,17.98,low,0,,2026-01-12 23:47:40
41,0086d403341362922443a4e36b55794d1bbafd2172671d43a96a77ecd950eb51,8gOqY4d9n0Xv00kKXR4bR6IIl92EtEfo,25092179830597,B9622-L19,PU-200912-000041-821,Clopidogrel 75mg Tablets,2027-01-22,11,10,in_transit,97.59,high,4,2026-06-13 17:34:40,2025-09-20 20:19:40
42,037dfe6f9ac50ad4682d059fbad0381eda798693937ace6e73058d6ea32d1f76,KktQhT66y97cL57nJ6iUo8k2fRN2BqpepgaxT82ExHgD1OQk,08239013758056,B8909-W13,PU-197208-000042-769,Azithromycin 250mg Tablets,2027-12-29,6,2,created,20.56,low,5,2026-04-20 06:54:40,2026-07-24 14:44:40
43,a83939705083832865764e20faa3c1f10d9024405b2c8e89fb81c38402e0e47b,jwAsPLmbksf0tyEOfHl2wBqCoqdUPfvH8KI0YzH1,48409759866171,B3738-G34,SN-198212-000043-143,Losartan 50mg Tablets,2026-01-31,7,21,created,59.5,medium,1,2025-12-03 05:15:40,2026-04-22 23:40:40
44,43f33b04cb3f06470c30a30ca3cecee035191a4a221acba3bd7ff5688bf60083,WMGAzjKV65IgrHvzxELcriLRc3uoU53b,83246081948246,B4079-O37,PU-198605-000044-858,Ranitidine 150mg Tablets,2027-10-28,2,17,delivered,6.56,low,8,2026-08-28 10:57:40,2025-06-20 09:16:40
45,fa4c7659ce605c87cf205c85459dc3675c0b9ac8905cffc9b3c70a079c415db6,C4RqZFNhbxKl1Kvk3UQrxkJ71OQqzbWV,09660283964332,B8646-J96,SRL-197407-000045-944,N95 Respirator Mask Box,2027-01-23,1,17,sold,96.65,high,5,2026-04-11 19:03:40,2026-01-08 13:48:40
46,b7d6872640918ed5d85e2f0925544ca7b16fd751bab1bda1cffa625a28db0c87,urO7OlGod1YztibEs4zTK9YvSQND6wskOIsDTSI463Onn2A2,35410656411654,B3470-E35,PU-198303-000046-519,Hand Sanitizer 500ml,2028-01-22,5,11,sold,18.04,low,3,2026-08-13 15:41:40,2026-04-24 09:21:40
47,19ab185ad4b7515ab3cd9e161c7e68954202d2c09a716f7137a0d503ecb759fa,VEVfMNz7xcmxatZlPMpQvhxKkZssTKu39v3wl64zoTiTKkwO,08250966064354,B3508-G98,SRL-197509-000047-745,Amoxicillin 500mg Capsules,2028-08-18,4,22,delivered,62.28,medium,4,2025-10-30 12:51:40,2026-07-15 12:38:40
48,ca0aa7b0bda8adca6638414973652e8aef3604662d2a065c72325954f7d31b59,WZ8wzjH4QDoafgJE6WeS4NC8qdY20wPA,18801638927331,B7557-O44,PU-198510-000048-806,Ranitidine 150mg Tablets,2028-08-05,6,4,created,72.64,high,7,2026-01-06 21:26:40,2026-01-30 10:30:40
49,090225c94bb086f3dcf677bc0c2eda618a93ce9f779fb7f88e4b21ed964904fb,L12T3DE3BdOa1GUSn72GQMATDPNjZ3Ma5FDEkUtu,25538045043970,B7609-N14,SRL-200601-000049-662,Amoxicillin 500mg Capsules,2028-12-29,20,20,delivered,89.01,high,11,2026-05-20 01:48:40,2025-11-28 20:31:40
50,9cc5acf44e92a9460b4d5bdd505dcd9eff6b1ec6d574a26ff979879642b52fc8,wCgOawNXHxg3EYUzpmh0nZluUcNPh3CKF7aTIAK5W4QkYgOL,38466233281685,B9975-K80,SRL-199009-000050-322,Omeprazole 20mg Capsules,2028-10-11,10,22,in_transit,67.24,medium,2,2026-03-29 18:02:40,2025-08-18 04:34:40
51,025d631a9ecf6a13e5034330ef8f0dd7cb4dd1b986e4bc0e59e6719ee26a504a,6SP3H2AagxddqW8QjdWmHwCMPInOyFXRQcxzWQ7dUm11BnNR,35717149097102,B5329-E30,SRL-199012-000051-966,Cetirizine 10mg Tablets,,15,23,sold,3.99,low,6,2026-04-10 00:19:40,2025-11-21 22:47:40
52,e8c9ed9148c6a328908545b2031b1e617215d695c6c540535295af6c34246615,tnleFzHfnnuwnUG9Z8aPB4MM7Qt46xHr4YxXBc3lF6k7HaeP,78415797697143,B2433-C16,SN-198111-000052-913,Cetirizine 10mg Tablets,2028-05-21,8,9,in_transit,45.11,medium,3,2025-12-12 15:28:40,2025-09-07 21:05:40
53,a7e88e1fa4ffcd0b6627d15bbbae3edbb4cc5041f22379f2f85f8ab686dac421,c0wFrQLr5xYbjnUX0sNs271O7a2icJyHfnTTn40ilMphPJdU,95606215936220,B4170-K72,PU-198502-000053-436,N95 Respirator Mask Box,2028-09-20,19,5,delivered,36.45,medium,4,2026-05-20 17:22:40,2025-10-18 02:52:40
54,272cc8e033cb85a58f71c738c212fbca89ad3c815bb87bcf1a56160e71ae8251,QuDBWEgOfrZ3mTMT30NYJVncq3HOjy3K,81503029967115,B3395-X71,PU-202302-000054-141,Ibuprofen 400mg Tablets,2027-06-05,3,9,in_transit,4.28,low,12,2026-08-19 14:28:40,2026-03-30 12:24:40
55,92fba1b4d9c6ac834cde264000efba68e713eb0df1af857443d394fc75099f42,ZZqHkOwOZGx4Gv1EDLFikeNnlwShoYSDDnjZbcJjNcJdql7L,50762049818678,B3979-T94,SRL-200609-000055-370,Azithromycin 250mg Tablets,2027-09-26,15,20,delivered,22.98,low,1,2025-12-26 18:43:40,2025-07-15 11:31:40
56,4b7de9946395cd3ddc2adadea9668e2536e25ce964e275d47111324c6c9b9144,3L2GUfO3Ha6QAA2RA6DVvX4ZJApV4fLHpaUaGGxm,84145255693255,B3928-L81,SRL-200407-000056-595,Cetirizine 10mg Tablets,2028-05-24,12,25,delivered,73.58,high,1,2025-09-18 11:03:40,2026-05-24 23:44:40
57,0954949c5c961dbed2a3b0d45ba6228f69885c2018a2e1181f34f7c1a99fc398,MQdyNXZDLfqwLS5yOr7dVkEa05GmWFRMPwO8fryPzmaR4ITI,53829440155531,B9409-I78,SRL-197909-000057-356,Pantoprazole 40mg Tablets,2027-11-01,19,16,delivered,75.75,high,16,2026-08-28 01:02:40,2026-05-02 13:45:40
58,9ea6d2a6f7fdd8a033c796675027d9eec3fd3bd9bc26ae4c386005ada6d0fb3d,Pot7GaZpfPYe5Dv3q6Q4EmT2mmpMjg5P,66750464988499,B5591-M38,SRL-201105-000058-231,Paracetamol 650mg Tablets,2027-12-18,16,18,created,34.73,medium,2,2026-01-19 05:25:40,2026-09-07 15:26:40
59,7faf2dd6ac28bb8ca31b94b930b9561cb37636ecbdc7936b3719353cf61bb04a,gw1lqq7vlAzUwyBJ8QYSXI1mXTDaAi3NHtEp1cgknp0fUqwI,83436656592357,B8322-C58,SRL-197904-000059-393,Salbutamol Inhaler,2027-03-08,6,21,sold,33.74,medium,0,,2026-03-20 08:49:40
60,857cf0d9227bf12580b8d8c0def49a007801b2b314d11063f74a0f8b71ef8584,SLy3W6UGBk0hopUUnyf6DdVG9gMf5yoTBhGkcw41,48951955478465,B6688-P79,SN-199107-000060-924,Insulin Glargine Pen,2027-10-20,14,9,created,1.06,low,2,2026-09-06 17:10:40,2026-01-03 00:50:40
61,d6075a513bd0744b2b755caf2940b26a112df40ddd52e407324da85347eb3869,XLXHl2BpSOZneMGXMRqOGqleigCCREtj8b8rhBaf,02474360071235,B3975-G42,PU-202602-000061-948,Amoxicillin 500mg Capsules,2026-05-06,13,25,sold,24.72,low,2,2026-05-28 00:45:40,2025-09-28 06:10:40
62,98d609b48fca4b9e808e515bcd58ced6ccbbe18cf65fdfcf7fb56cb880ba31dc,TUIhDswdP8oAaXKyp8KQQjVpEQu8VdwjHgEtINv3TbxSpcRI,54553485815485,B8439-A91,SRL-200604-000062-488,Levothyroxine 50mcg Tablets,2026-10-30,20,12,delivered,23.88,low,0,,2025-09-27 00:20:40
63,9978bf0ef66feea1bf41b6af8550d5eb96fe03e47854ffa01508e05d2a3f533c,rztfOc6lbglbNyEMKdnSa5O5ZDNwU3YXdMGTZenGgoxlOJ6I,57756741755655,B6772-K80,PU-200107-000063-965,ORS Rehydration Sachet,2028-07-20,14,24,in_transit,24.07,low,56,2026-05-04 04:41:40,2026-01-25 04:09:40
64,8cc41318f02bcd62851f0a99cb4e09c501547ea9cd6ace15103fb947dc871671,KG9ssn1bYQrII5jcwiwKoYfy4TSXkZQJ4KsTJedV,38488266073305,B3450-K74,SRL-200810-000064-326,Metformin 500mg Tablets,2026-02-21,15,25,delivered,50.47,medium,0,,2026-03-23 13:39:40
65,52537c680d8e2a50efcf041d0f2a6d62e3fd8279a2fb1721b0b0b45f79c0a326,HqyARVDmyJI9GpqAQJgzwlvOVkvYXMB5,26170726182383,B8719-A52,SN-201710-000065-857,Multivitamin Syrup,2028-04-22,17,25,in_transit,48.3,medium,2,2025-10-07 00:07:40,2026-05-04 11:06:40
66,16c9582ee6a71e61511e8bdbb14624ea8e9e2436f1f2dfd79e77870dacb95256,MdOayq0O1b1Oox8gt1GlFC5bpGuyjvvMo8FYM23YbIrj3Ofx,96622199352158,B3262-J98,SRL-201312-000066-636,Metformin 500mg Tablets,2028-12-07,5,21,sold,91.71,high,0,,2025-07-09 11:23:40
67,f566d2b5ab5fb4eddc1df7f5ca26c94e5680e5edb5722e3195b9ecae08592457,2zzB535qWglVLqJooQwQDFLSx0EilbVaqzU9Ue59,84342407336755,B1630-Q23,PU-198212-000067-567,Paracetamol 650mg Tablets,2027-06-19,17,18,in_transit,73.52,high,0,,2026-01-29 03:13:40
68,7308a783722d181ab4137e215ae926f78256506e5873e0fc902a8f26d5354212,CAMdGiZCShW6RizBlKSmCpQ4XShhBwGxXF6xxV4J,61817437461126,B5146-A68,PU-197110-000068-975,Ranitidine 150mg Tablets,2026-10-16,20,16,in_transit,58.89,medium,4,2026-09-08 08:13:40,2025-12-05 07:30:40
69,486dc3ff6a7f95b63793d40359cf2436d0793c3577d1be72a4a653259815ca67,djOc0PZs5dzlPLQKWkCJ5fswxeAIsiRr,55661769469926,B6185-I77,SRL-198711-000069-738,ORS Rehydration Sachet,2028-07-01,19,16,delivered,63.19,medium,0,,2026-04-16 10:09:40
70,e2004a1f97dbc2a66b937cc315a4400fd9acb1dd4d83c609443f6a00daf66f29,Mh0X9zuINamrWtFuaQvSMbkuuP4XODM3HuWzUZsS,35267839209685,B7382-F86,SN-198503-000070-985,Diclofenac Gel 30g,2027-08-29,23,2,in_transit,8.68,low,0,,2026-04-10 11:02:40
71,56df16b9d0f8014192a63ac4a49beeb2ec2ba66c2f07754c38cb25e44c43eed1,W4BbDFl5TGWi2Y6PiSCSGa5QKfCcGOtJ,38312341120652,B6739-R50,PU-198112-000071-244,Pantoprazole 40mg Tablets,2028-05-20,8,6,created,61.33,medium,0,,2025-06-05 19:06:40
72,54bd27dc43cb97e779e70d0696266c87377ec6d67ff384cad898a4386e43d347,fyR3NQBwumVYe5VJfXRgtNVD6i3pwl4u,83401482355471,B2162-Z48,SRL-202306-000072-572,Ciprofloxacin 500mg Tablets,2027-06-12,20,8,delivered,97.39,high,3,2026-01-31 21:19:40,2026-03-19 22:25:40
73,c904ce1143408c2c9ebb20f838d4a3c60a090773a768ff81a7014d513601761f,PTSZhKugBtzLQKYuNdniKUYUOCsMBm2sXQ46S49KLF00d38a,59120456744211,B7301-L63,SN-201909-000073-395,Clopidogrel 75mg Tablets,2026-09-05,3,21,created,72.13,high,0,,2025-07-26 02:14:40
74,4da0bd3b2b15ef92a2498a80ae142033857568d3ad8fe7e0193e9af9930f64c5,LAlFIBwlLJ0oFzHw8JRhDQiT88WCe3fDT7eNXtdvWDFDTA7X,20977504109862,B2351-E74,SN-198711-000074-971,Cetirizine 10mg Tablets,2028-07-02,9,9,sold,1.42,low,20,2025-10-09 01:46:40,2025-07-25 10:53:40
75,f46c8efab337ff3c0062d71ebdeff596843fab63a3113c2c8e8a17b02656dd4f,EX1vfi5jE9VoBNnTvNUhkysUUHxRDi1a,94696096949832,B2610-I93,SRL-200702-000075-500,Salbutamol Inhaler,2028-11-16,8,24,delivered,77.05,high,0,,2026-09-07 14:09:40
76,2fb7fa1d31d10fc86b687c758091993eab9e737fdd55dfbbc2ee5892c6ec5604,gBnrlbf6OZ6NRh1iO3J73RpC6N5rA4VukeWxud7qBE5LlEiV,26971052481696,B5365-E99,PU-199206-000076-500,Hand Sanitizer 500ml,,23,25,in_transit,43.61,medium,0,,2025-05-10 17:17:40
77,ad978935057e41fc9b485892b0ae4e14d4396da17c9e8bb9daababe3f1eb58f2,J5wQyN7fH7eCVOkcxlR3NwfNTilSKEdH,35849007018646,B9791-E84,SN-202111-000077-173,Paracetamol 650mg Tablets,2028-02-23,21,1,in_transit,,,2,2026-04-07 12:40:40,2025-11-03 10:16:40
78,5c39fe5577d93425f23f1d85c254b98b0c0f4988ae67f96dfcd2be6ce458e06e,hKMdmuZTyhQHt7nckdqUkwkpKiXNxj2f,09752674112421,B1616-T33,SRL-199601-000078-611,N95 Respirator Mask Box,2028-07-14,10,12,in_transit,55.77,medium,5,2025-08-17 22:37:40,2026-05-22 01:20:40
79,10343b000c70ce68525805db29a5c1287eba307f153419b8876c145aeacb8d24,rmXQ8DkPcNrAuXVcT5kWEh3SKumPuWug,78324481943176,B5418-G52,SN-198501-000079-132,Pantoprazole 40mg Tablets,2027-07-25,5,4,sold,45.86,medium,3,2025-10-19 20:12:40,2026-06-15 21:34:40
80,aeee761ed7ef0293eea420d86dad2ac6124294a2ac62aab6697b385ff8e850cb,zG1nDCaA2pAn5643zc9TFAyYRgEfUQzn,32906145594171,B7068-U69,SRL-198312-000080-748,Amoxicillin 500mg Capsules,2026-12-22,13,23,in_transit,3.27,low,3,2026-05-27 19:04:40,2025-10-29 05:22:40
81,0b4b8d297bc78f97b4e730f58d048bcb10f117c73e4659c4eac4ed2eecde554d,6P3gwMwkIeRm8ohD6J7nUnvqQrdvEGhSQHsMX6Y6e3Ce3r7g,26485629513462,B2031-A39,SRL-200110-000081-760,Vitamin D3 60000 IU Sachet,2027-09-27,21,21,delivered,48.61,medium,5,2026-04-08 22:01:40,2025-06-09 06:59:40
